loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,revol_util,loan_status,grade,term,home_ownership
24888,12.53,128642,1.08,2,54.87,Fully Paid,B, 60 months,OWN
18630,16.42,75612,33.72,0,88.81,Fully Paid,G, 36 months,OWN
32182,14.57,120474,20.78,0,19.77,Fully Paid,G, 36 months,OWN
26538,22.24,56159,6.0,0,81.26,Fully Paid,G, 36 months,MORTGAGE
12824,7.11,59710,9.86,4,25.37,Fully Paid,E, 36 months,MORTGAGE
33125,16.08,103536,18.2,3,13.3,Fully Paid,A, 36 months,MORTGAGE
7979,15.26,33806,7.96,4,26.7,Fully Paid,F, 60 months,MORTGAGE
27189,10.63,133096,11.11,2,78.85,Fully Paid,C, 60 months,MORTGAGE
13504,21.44,98345,21.61,3,46.46,Fully Paid,A, 36 months,OWN
21669,20.06,100391,33.39,3,88.53,Fully Paid,G, 36 months,RENT
7910,19.66,127412,16.37,2,57.22,Fully Paid,B, 36 months,RENT
21131,22.52,114924,28.82,3,12.0,Charged Off,D, 60 months,MORTGAGE
26227,19.46,26458,35.13,1,74.5,Fully Paid,C, 60 months,OWN
6978,9.64,55524,9.04,2,19.92,Fully Paid,F, 36 months,MORTGAGE
22991,19.11,26853,32.38,2,81.04,Fully Paid,B, 60 months,RENT
18153,11.15,60477,30.42,1,25.13,Charged Off,E, 36 months,OWN
34548,9.84,52222,14.6,4,41.09,Fully Paid,C, 36 months,OWN
4983,6.46,38320,39.59,4,78.51,Charged Off,A, 60 months,OWN
10503,19.88,114154,10.87,4,95.88,Fully Paid,G, 60 months,RENT
30921,19.22,72243,10.56,3,43.43,Charged Off,C, 60 months,RENT
17905,9.69,65615,31.0,1,84.65,Fully Paid,B, 60 months,MORTGAGE
24953,19.99,37352,17.67,2,27.17,Fully Paid,B, 60 months,MORTGAGE
27806,23.36,92833,13.57,2,82.65,Charged Off,G, 36 months,RENT
23168,7.16,113476,7.56,2,69.17,Fully Paid,A, 60 months,MORTGAGE
5583,9.65,134560,30.73,3,27.35,Fully Paid,F, 36 months,RENT
12889,20.01,23203,31.56,3,37.23,Fully Paid,B, 60 months,OWN
28413,10.49,59267,22.88,4,21.86,Fully Paid,C, 36 months,MORTGAGE
13275,17.49,57941,38.31,3,44.47,Charged Off,G, 60 months,RENT
3461,6.62,102809,13.07,4,28.33,Fully Paid,F, 60 months,RENT
15291,14.04,45368,9.17,4,67.96,Charged Off,A, 36 months,RENT
12435,19.78,97186,27.26,2,99.51,Charged Off,B, 60 months,MORTGAGE
28935,18.73,50984,30.46,3,11.08,Fully Paid,G, 36 months,MORTGAGE
34453,21.3,61941,9.38,4,58.68,Fully Paid,B, 60 months,OWN
19544,22.55,92918,3.53,1,61.63,Charged Off,C, 36 months,MORTGAGE
13258,20.46,72683,32.52,1,92.28,Fully Paid,B, 36 months,MORTGAGE
31841,18.43,146409,39.07,3,55.54,Charged Off,G, 60 months,MORTGAGE
11736,5.63,20801,25.96,2,58.93,Fully Paid,C, 60 months,OWN
29044,15.7,126538,11.48,2,52.45,Fully Paid,E, 60 months,OWN
16997,5.75,132201,39.87,4,34.2,Charged Off,G, 60 months,OWN
15215,21.16,67965,35.78,3,15.04,Fully Paid,F, 60 months,MORTGAGE
34069,11.41,105269,20.78,1,46.78,Fully Paid,C, 36 months,RENT
24911,16.25,142693,33.1,4,14.73,Fully Paid,D, 60 months,MORTGAGE
18030,10.59,29969,32.72,4,59.54,Charged Off,B, 60 months,OWN
30334,20.65,55969,37.42,0,37.66,Fully Paid,E, 36 months,MORTGAGE
15571,22.73,102269,33.72,3,58.02,Fully Paid,F, 36 months,MORTGAGE
29927,12.97,52449,25.93,4,22.09,Fully Paid,A, 60 months,RENT
21714,22.26,111679,24.57,1,93.94,Fully Paid,D, 36 months,RENT
24387,10.34,45705,18.96,0,90.51,Fully Paid,A, 60 months,MORTGAGE
29444,15.69,80303,25.25,1,27.1,Fully Paid,G, 36 months,OWN
20921,22.18,48363,31.91,2,40.91,Fully Paid,D, 36 months,MORTGAGE
14057,11.52,50720,38.78,0,65.21,Charged Off,E, 36 months,MORTGAGE
25858,24.08,29972,18.96,0,18.61,Fully Paid,F, 60 months,MORTGAGE
27062,7.44,53351,23.16,4,41.91,Fully Paid,E, 36 months,OWN
21567,5.37,131023,18.07,2,32.6,Charged Off,E, 60 months,OWN
30739,23.08,56145,26.91,4,92.4,Fully Paid,D, 60 months,OWN
4754,6.37,107948,25.38,3,86.73,Charged Off,C, 60 months,OWN
28044,24.84,109614,1.2,1,62.18,Fully Paid,F, 36 months,OWN
2724,24.03,108116,21.88,1,56.83,Fully Paid,A, 60 months,MORTGAGE
2376,7.74,76235,4.0,4,93.77,Fully Paid,C, 36 months,OWN
9706,15.75,34855,1.54,1,93.92,Fully Paid,C, 36 months,MORTGAGE
9894,8.7,56169,31.75,1,97.24,Fully Paid,B, 60 months,MORTGAGE
19037,13.56,66404,10.72,3,21.28,Fully Paid,G, 60 months,MORTGAGE
19450,6.23,39569,13.96,2,24.45,Fully Paid,A, 60 months,RENT
17406,9.48,145074,3.03,0,70.91,Fully Paid,D, 60 months,OWN
30725,12.27,149006,7.59,4,58.73,Fully Paid,G, 60 months,OWN
6926,13.77,74437,30.74,4,11.66,Fully Paid,B, 36 months,MORTGAGE
10496,24.55,68506,19.99,3,15.58,Fully Paid,B, 36 months,RENT
30806,21.16,45738,35.29,3,89.93,Fully Paid,G, 60 months,OWN
23663,19.75,26772,16.19,0,88.2,Fully Paid,E, 60 months,MORTGAGE
23656,15.74,110410,11.11,2,42.15,Fully Paid,D, 60 months,RENT
26860,21.8,39731,14.23,4,90.19,Fully Paid,C, 36 months,MORTGAGE
17832,11.79,30131,28.65,3,63.43,Fully Paid,F, 36 months,RENT
22727,19.18,86324,22.42,4,82.53,Fully Paid,C, 60 months,MORTGAGE
30545,24.88,74097,36.22,1,48.47,Charged Off,C, 60 months,OWN
3520,11.29,101720,24.29,4,20.21,Fully Paid,E, 36 months,MORTGAGE
4081,18.48,116433,19.97,2,49.04,Fully Paid,C, 36 months,MORTGAGE
15566,21.89,22889,31.54,2,51.16,Charged Off,A, 60 months,RENT
15042,23.32,29569,37.93,4,59.58,Fully Paid,C, 60 months,RENT
26498,19.36,107193,14.56,1,19.5,Fully Paid,C, 36 months,OWN
12329,10.67,95677,10.37,2,99.23,Fully Paid,A, 36 months,MORTGAGE
32656,11.53,105192,24.84,3,31.97,Fully Paid,E, 36 months,RENT
3159,5.42,143757,20.21,4,27.87,Fully Paid,B, 36 months,OWN
20363,20.22,107154,39.57,1,57.41,Fully Paid,D, 36 months,OWN
20033,5.85,97470,18.76,3,58.35,Fully Paid,E, 60 months,RENT
11805,22.29,128073,3.44,4,49.58,Fully Paid,C, 60 months,RENT
27832,7.37,108822,39.11,1,79.47,Fully Paid,B, 36 months,MORTGAGE
14944,8.44,146019,33.82,3,56.5,Fully Paid,D, 36 months,OWN
20873,14.53,27612,7.54,2,64.87,Fully Paid,D, 36 months,RENT
24928,19.76,71644,36.23,4,75.14,Fully Paid,D, 36 months,OWN
16379,7.78,52069,13.96,4,12.25,Fully Paid,A, 60 months,MORTGAGE
25286,13.8,101741,15.4,2,61.36,Fully Paid,A, 60 months,RENT
6110,14.66,47331,36.3,0,89.58,Charged Off,B, 60 months,OWN
13087,9.25,75897,21.44,3,11.56,Fully Paid,C, 60 months,RENT
24762,7.31,33934,5.94,2,46.47,Fully Paid,G, 36 months,MORTGAGE
18081,21.73,30095,15.08,4,93.36,Fully Paid,B, 36 months,MORTGAGE
10596,15.05,111494,29.02,3,41.78,Fully Paid,C, 60 months,MORTGAGE
19313,5.29,122544,7.38,3,51.29,Fully Paid,E, 36 months,MORTGAGE
2013,21.06,38706,23.81,0,98.34,Charged Off,G, 60 months,RENT
24705,24.62,63516,27.96,4,27.94,Fully Paid,D, 36 months,RENT
2828,17.12,123602,14.08,1,15.87,Charged Off,D, 36 months,OWN
8909,15.07,117008,27.91,0,87.35,Fully Paid,A, 60 months,OWN
14109,22.57,54629,35.43,0,88.16,Charged Off,G, 36 months,RENT
3023,24.05,66910,19.15,1,52.49,Fully Paid,E, 36 months,RENT
15537,20.09,108540,15.62,1,56.28,Fully Paid,F, 36 months,OWN
27661,13.91,144746,10.42,0,85.22,Charged Off,E, 60 months,RENT
34848,16.84,40431,24.37,3,76.47,Fully Paid,C, 36 months,MORTGAGE
16379,19.02,76733,35.25,2,33.86,Charged Off,E, 36 months,MORTGAGE
28766,8.89,60088,13.32,2,11.52,Fully Paid,G, 36 months,MORTGAGE
3563,13.94,64135,16.15,0,53.17,Fully Paid,G, 60 months,OWN
30197,21.6,135786,16.56,3,87.3,Fully Paid,A, 36 months,RENT
4586,18.09,58015,22.65,1,90.63,Fully Paid,C, 36 months,OWN
17087,13.22,120038,9.52,0,96.06,Fully Paid,B, 60 months,OWN
24225,18.27,51385,32.98,4,89.16,Fully Paid,C, 36 months,RENT
30750,7.36,90199,12.18,3,62.2,Fully Paid,B, 36 months,OWN
7643,13.03,58677,28.36,4,50.01,Fully Paid,F, 36 months,MORTGAGE
28523,20.86,138104,20.77,4,79.74,Fully Paid,C, 60 months,RENT
12005,9.41,32818,23.64,0,76.58,Fully Paid,D, 36 months,MORTGAGE
1161,8.72,108222,7.59,3,58.43,Fully Paid,F, 36 months,MORTGAGE
17029,24.02,83001,29.53,4,17.86,Fully Paid,B, 60 months,RENT
15226,9.2,43977,7.95,3,93.35,Fully Paid,A, 60 months,MORTGAGE
29731,10.22,69832,4.98,2,51.0,Charged Off,F, 36 months,MORTGAGE
4390,24.39,60931,22.09,4,42.7,Fully Paid,F, 36 months,MORTGAGE
6997,19.69,103990,28.52,4,66.66,Fully Paid,F, 36 months,RENT
13693,18.99,98894,2.48,3,70.65,Fully Paid,B, 60 months,RENT
1541,22.06,92204,3.24,2,28.96,Charged Off,B, 36 months,RENT
22817,7.32,65784,32.21,4,85.32,Fully Paid,C, 60 months,OWN
14428,19.12,126305,32.46,0,36.09,Fully Paid,D, 36 months,MORTGAGE
11258,15.07,29921,10.19,3,26.8,Fully Paid,F, 60 months,OWN
17044,21.58,54959,24.8,3,46.58,Fully Paid,C, 60 months,OWN
30411,15.16,52328,18.01,4,75.75,Charged Off,C, 60 months,MORTGAGE
6469,17.4,28859,25.49,2,96.89,Charged Off,D, 36 months,RENT
29854,14.55,144492,34.58,4,82.84,Charged Off,C, 60 months,OWN
7256,14.56,109506,3.65,1,94.63,Fully Paid,D, 60 months,RENT
11720,20.36,94408,31.23,4,22.65,Fully Paid,A, 36 months,RENT
34937,17.57,143852,19.97,1,16.41,Charged Off,D, 60 months,MORTGAGE
34598,17.67,104766,22.78,0,60.19,Fully Paid,E, 60 months,OWN
2651,14.01,46708,26.33,3,36.13,Fully Paid,D, 36 months,OWN
20194,15.62,38847,36.94,3,84.52,Fully Paid,D, 60 months,RENT
26051,19.91,75989,2.74,2,70.48,Fully Paid,G, 36 months,MORTGAGE
28386,21.52,112641,1.66,4,97.37,Fully Paid,E, 36 months,OWN
10518,18.93,145383,7.54,0,32.93,Charged Off,D, 36 months,RENT
17184,23.48,24922,39.46,1,53.72,Fully Paid,B, 60 months,RENT
34787,21.41,89928,28.75,2,55.11,Fully Paid,G, 36 months,RENT
22621,16.24,72335,24.78,0,31.53,Fully Paid,C, 60 months,MORTGAGE
11028,18.43,146913,2.36,0,63.11,Fully Paid,C, 60 months,MORTGAGE
13448,23.53,33541,35.22,1,49.9,Fully Paid,A, 60 months,RENT
31447,17.38,39551,32.6,1,50.2,Fully Paid,A, 60 months,RENT
19394,21.5,39381,26.76,3,42.65,Fully Paid,E, 36 months,MORTGAGE
31254,18.78,133319,13.9,4,11.52,Charged Off,B, 36 months,RENT
19509,16.04,75673,3.28,2,56.99,Fully Paid,A, 60 months,RENT
15472,9.84,121531,23.41,4,40.17,Charged Off,C, 60 months,MORTGAGE
4471,13.52,42948,28.93,2,10.12,Fully Paid,A, 36 months,RENT
31268,24.35,112264,4.22,0,37.71,Fully Paid,A, 36 months,RENT
9329,18.16,79072,25.53,1,35.08,Fully Paid,D, 36 months,RENT
29272,16.29,87560,11.81,1,45.41,Fully Paid,A, 60 months,MORTGAGE
7397,23.66,102249,30.69,0,21.87,Fully Paid,E, 36 months,MORTGAGE
33373,16.73,22486,21.81,0,55.69,Fully Paid,C, 36 months,MORTGAGE
25570,15.52,86691,5.6,2,72.32,Fully Paid,E, 36 months,OWN
19284,20.19,30082,21.3,0,66.72,Fully Paid,G, 60 months,OWN
19994,19.25,122781,16.13,2,82.34,Fully Paid,E, 36 months,OWN
24284,8.86,104105,7.62,4,50.68,Fully Paid,F, 36 months,OWN
18833,14.43,27086,33.74,1,56.72,Fully Paid,B, 36 months,MORTGAGE
26122,14.45,147818,0.94,1,82.94,Fully Paid,G, 60 months,RENT
6017,12.56,87853,12.83,1,48.49,Fully Paid,G, 60 months,MORTGAGE
17370,15.35,121925,1.0,4,73.14,Fully Paid,F, 36 months,OWN
30252,13.26,90027,4.29,4,49.11,Fully Paid,F, 60 months,MORTGAGE
8999,8.99,35916,12.24,3,47.6,Fully Paid,D, 60 months,RENT
23436,13.25,35248,2.64,2,78.42,Fully Paid,E, 36 months,OWN
3096,6.45,88047,24.07,2,25.74,Charged Off,B, 60 months,RENT
26279,16.52,44226,3.93,3,40.47,Fully Paid,C, 36 months,RENT
27201,22.07,45025,28.22,1,30.18,Charged Off,C, 60 months,RENT
20715,19.51,127850,2.58,2,42.32,Fully Paid,B, 60 months,OWN
30309,12.21,68380,2.84,2,30.73,Charged Off,G, 36 months,MORTGAGE
16078,6.74,27848,12.56,1,62.15,Fully Paid,E, 36 months,OWN
6105,9.04,34274,35.91,0,81.84,Charged Off,E, 36 months,OWN
30312,15.91,140092,25.84,0,80.8,Fully Paid,D, 60 months,MORTGAGE
3839,9.14,74545,30.92,3,42.81,Fully Paid,D, 60 months,MORTGAGE
4384,15.88,149043,6.09,4,98.99,Fully Paid,F, 60 months,MORTGAGE
14493,9.63,116494,33.45,2,63.45,Fully Paid,C, 60 months,MORTGAGE
18069,21.98,135981,0.82,2,45.95,Charged Off,D, 36 months,RENT
8531,12.95,55233,8.92,3,85.2,Fully Paid,B, 36 months,OWN
8736,9.91,36304,24.84,3,75.69,Charged Off,C, 36 months,OWN
8710,21.25,133973,15.32,2,77.43,Fully Paid,G, 36 months,OWN
2619,11.86,31294,39.38,1,27.65,Fully Paid,G, 36 months,MORTGAGE
14975,7.23,46425,1.7,1,52.15,Fully Paid,E, 60 months,OWN
24252,16.41,88711,39.94,4,87.56,Charged Off,C, 60 months,RENT
16261,16.63,126153,25.13,2,55.36,Fully Paid,A, 36 months,OWN
2431,19.29,130777,22.57,2,71.51,Fully Paid,C, 60 months,OWN
10067,9.8,113311,2.85,2,62.91,Fully Paid,D, 60 months,RENT
28037,13.88,29425,11.3,2,85.81,Fully Paid,B, 60 months,RENT
10557,10.65,111549,37.02,3,35.61,Charged Off,E, 36 months,OWN
10435,6.62,113464,14.49,0,61.79,Fully Paid,E, 60 months,MORTGAGE
1162,22.53,64990,26.64,2,21.09,Fully Paid,D, 36 months,MORTGAGE
20675,19.58,126748,39.98,0,72.12,Fully Paid,D, 60 months,OWN
9461,11.03,93746,10.89,1,75.88,Charged Off,D, 60 months,OWN
18015,16.99,88295,23.26,4,13.86,Fully Paid,A, 36 months,OWN
33591,9.03,36091,28.01,1,70.82,Fully Paid,B, 36 months,OWN
29047,22.8,139943,7.0,2,47.32,Fully Paid,A, 36 months,MORTGAGE
10833,7.3,143102,6.37,1,21.17,Fully Paid,D, 36 months,OWN
8896,5.08,20002,18.52,3,47.79,Fully Paid,B, 60 months,RENT
33972,15.04,142818,15.74,0,27.48,Fully Paid,G, 36 months,MORTGAGE
31508,16.66,70411,28.71,2,47.4,Charged Off,G, 36 months,MORTGAGE
6347,16.58,60958,3.25,3,44.59,Charged Off,D, 60 months,RENT
31314,6.09,147829,38.9,0,76.46,Fully Paid,B, 60 months,OWN
3643,11.28,115696,1.06,3,79.68,Fully Paid,E, 60 months,OWN
19681,14.98,40707,24.25,1,64.63,Fully Paid,A, 36 months,OWN
16892,9.33,35248,22.72,2,12.04,Fully Paid,F, 36 months,OWN
18073,22.45,91309,5.82,1,93.79,Fully Paid,D, 60 months,OWN
31682,6.74,98322,6.46,4,71.76,Fully Paid,D, 60 months,RENT
33262,14.75,71720,31.81,2,13.08,Fully Paid,C, 60 months,OWN
32358,18.83,35037,35.56,1,83.69,Fully Paid,F, 36 months,RENT
15289,10.24,87421,11.68,2,28.02,Charged Off,E, 60 months,RENT
8927,17.48,125364,17.8,0,62.13,Fully Paid,D, 36 months,RENT
2171,21.59,101867,14.52,2,52.0,Fully Paid,A, 36 months,OWN
12918,8.81,60612,3.37,2,47.79,Fully Paid,E, 60 months,OWN
12929,23.34,108031,27.09,0,90.07,Fully Paid,D, 36 months,MORTGAGE
3539,16.07,33450,33.1,1,49.36,Fully Paid,A, 36 months,MORTGAGE
23669,10.98,29491,12.54,2,16.78,Fully Paid,C, 36 months,RENT
6432,13.62,137026,39.61,3,95.2,Charged Off,C, 36 months,MORTGAGE
21644,11.24,94804,3.5,2,92.85,Charged Off,G, 36 months,RENT
19745,19.5,138446,26.64,1,71.6,Fully Paid,A, 36 months,MORTGAGE
29228,20.93,113293,18.21,0,52.11,Fully Paid,E, 60 months,OWN
32703,21.66,139498,18.14,1,18.36,Charged Off,A, 36 months,OWN
27928,24.72,127443,18.58,4,81.17,Fully Paid,F, 60 months,RENT
19322,20.83,26791,10.72,2,16.79,Fully Paid,A, 36 months,RENT
23360,17.03,125475,28.76,2,16.17,Fully Paid,C, 60 months,OWN
30055,11.78,48314,29.0,0,58.36,Fully Paid,C, 60 months,OWN
17376,15.89,71883,11.65,2,24.41,Charged Off,C, 60 months,OWN
7588,5.82,114119,33.49,3,10.7,Fully Paid,F, 36 months,MORTGAGE
26000,19.9,135557,13.02,3,48.08,Fully Paid,D, 36 months,MORTGAGE
7304,13.92,107086,29.14,1,22.35,Fully Paid,G, 36 months,MORTGAGE
8345,5.4,85629,5.28,0,24.45,Fully Paid,F, 36 months,MORTGAGE
30300,6.25,121291,7.16,4,16.92,Charged Off,D, 36 months,RENT
25259,12.75,131151,12.97,1,28.46,Fully Paid,F, 36 months,RENT
26470,16.67,29967,23.96,0,74.39,Fully Paid,B, 60 months,MORTGAGE
24017,14.28,101754,26.0,0,82.8,Charged Off,D, 36 months,RENT
16352,17.38,63220,16.16,1,50.73,Fully Paid,E, 36 months,MORTGAGE
34365,14.61,94163,3.57,1,55.59,Fully Paid,E, 36 months,MORTGAGE
20446,18.23,24947,15.26,2,12.94,Fully Paid,G, 60 months,OWN
3336,9.38,59419,27.71,4,16.24,Fully Paid,C, 60 months,MORTGAGE
10879,7.26,76131,27.0,3,33.18,Fully Paid,F, 60 months,RENT
33316,16.93,108714,6.83,2,58.95,Fully Paid,A, 60 months,MORTGAGE
34340,14.69,48876,0.81,0,76.56,Fully Paid,C, 36 months,OWN
8521,5.54,108444,30.24,4,64.45,Charged Off,G, 36 months,RENT
7171,12.61,121448,4.7,4,45.29,Fully Paid,A, 60 months,OWN
24481,7.12,39971,3.75,1,20.65,Fully Paid,F, 60 months,MORTGAGE
19474,15.63,82539,0.61,4,80.27,Fully Paid,C, 36 months,MORTGAGE
22008,12.92,118120,17.59,4,42.74,Charged Off,C, 60 months,MORTGAGE
2633,17.26,69228,20.38,0,76.24,Fully Paid,E, 60 months,MORTGAGE
13485,21.11,143695,25.69,2,56.17,Charged Off,A, 60 months,RENT
4648,10.99,94495,12.19,4,76.48,Fully Paid,B, 60 months,MORTGAGE
14140,24.24,141241,28.56,1,91.66,Charged Off,B, 36 months,OWN
18921,15.71,48261,7.19,2,92.89,Fully Paid,C, 60 months,RENT
15357,17.37,126601,33.36,1,58.16,Fully Paid,F, 36 months,RENT
4137,18.61,81260,23.09,4,56.04,Fully Paid,C, 60 months,RENT
1097,18.33,124998,23.56,2,33.91,Charged Off,G, 60 months,OWN
12407,15.22,101371,8.79,4,94.22,Fully Paid,E, 36 months,OWN
31575,13.58,104793,3.43,0,51.21,Fully Paid,G, 36 months,OWN
13722,6.08,23346,18.86,2,21.48,Fully Paid,A, 60 months,OWN
13924,5.44,116343,24.82,1,48.94,Charged Off,G, 60 months,MORTGAGE
4750,12.16,115954,4.25,0,21.43,Charged Off,C, 60 months,MORTGAGE
28733,11.67,76176,38.05,3,55.23,Fully Paid,G, 36 months,OWN
9535,12.75,72300,39.23,1,60.51,Fully Paid,F, 60 months,OWN
25487,7.77,31340,22.05,4,40.4,Fully Paid,B, 60 months,MORTGAGE
31651,19.76,144345,38.03,1,16.45,Charged Off,A, 36 months,MORTGAGE
5666,22.14,145467,7.59,3,94.92,Charged Off,C, 60 months,OWN
17994,23.77,53012,1.5,1,79.6,Fully Paid,A, 60 months,RENT
2727,14.85,55393,2.06,0,85.5,Fully Paid,E, 60 months,RENT
11800,19.02,122153,23.71,1,43.02,Charged Off,G, 36 months,OWN
19708,22.11,95133,2.93,2,78.47,Charged Off,B, 60 months,RENT
13819,13.37,45557,38.36,3,53.68,Fully Paid,F, 60 months,MORTGAGE
10369,11.19,84204,6.11,1,28.1,Fully Paid,A, 60 months,RENT
10283,23.73,93273,12.54,3,21.2,Fully Paid,B, 60 months,OWN
31573,15.31,132328,32.99,0,41.05,Fully Paid,G, 36 months,RENT
14171,14.95,130304,9.14,2,22.38,Fully Paid,C, 60 months,RENT
31933,8.57,126637,10.1,4,99.84,Fully Paid,F, 60 months,RENT
6774,7.16,37276,25.87,1,14.43,Fully Paid,F, 60 months,MORTGAGE
7519,21.84,74639,11.41,0,49.7,Fully Paid,D, 60 months,MORTGAGE
11983,17.28,141939,9.09,3,50.69,Fully Paid,A, 36 months,MORTGAGE
31932,11.52,27310,10.54,3,37.06,Fully Paid,B, 60 months,OWN
31798,8.83,55167,19.88,0,61.42,Charged Off,A, 60 months,RENT
19133,16.11,122944,38.66,1,23.5,Fully Paid,C, 36 months,MORTGAGE
15939,16.68,104880,33.37,4,80.55,Fully Paid,C, 60 months,MORTGAGE
1781,9.14,30391,11.74,1,39.92,Fully Paid,G, 36 months,RENT
28624,22.03,142013,14.85,2,63.22,Charged Off,F, 60 months,OWN
7823,6.69,70621,18.85,1,74.41,Charged Off,F, 36 months,RENT
19489,12.12,30892,39.17,2,90.01,Fully Paid,B, 36 months,OWN
30118,18.61,96733,7.31,3,85.22,Charged Off,E, 60 months,RENT
17280,10.48,98586,14.62,2,64.75,Fully Paid,A, 36 months,MORTGAGE
23263,21.55,56142,29.31,4,44.96,Charged Off,A, 36 months,MORTGAGE
14565,19.8,65679,38.58,0,55.29,Fully Paid,C, 60 months,MORTGAGE
21354,20.78,61615,6.65,2,79.19,Fully Paid,A, 60 months,OWN
26643,7.38,67553,9.48,1,88.98,Fully Paid,B, 60 months,RENT
24648,7.81,129264,9.41,2,19.34,Fully Paid,D, 60 months,OWN
19658,10.73,99071,1.33,3,44.64,Fully Paid,F, 60 months,MORTGAGE
22253,15.36,61002,24.36,2,79.85,Charged Off,C, 60 months,OWN
27390,19.96,128807,26.99,4,48.85,Charged Off,F, 60 months,OWN
24128,21.73,142611,24.3,2,39.9,Fully Paid,F, 60 months,OWN
14489,19.09,90658,3.32,4,47.02,Fully Paid,F, 60 months,RENT
33658,23.57,29852,3.23,1,64.26,Fully Paid,D, 36 months,OWN
7852,19.77,25387,8.81,3,99.98,Fully Paid,A, 36 months,OWN
30450,11.13,147571,11.97,0,54.37,Fully Paid,E, 36 months,OWN
3551,10.3,117295,31.57,1,28.76,Fully Paid,F, 36 months,MORTGAGE
7411,18.92,125935,6.8,1,24.66,Fully Paid,B, 36 months,MORTGAGE
34243,8.86,59994,2.24,0,13.81,Fully Paid,F, 36 months,RENT
22800,6.85,123412,16.06,2,60.29,Fully Paid,F, 36 months,MORTGAGE
11403,15.64,136912,16.95,2,59.01,Fully Paid,A, 60 months,RENT
8239,21.43,120414,18.31,2,28.47,Fully Paid,G, 36 months,MORTGAGE
7710,7.03,53725,33.16,3,72.58,Fully Paid,B, 36 months,RENT
22384,20.84,92682,4.37,1,76.7,Charged Off,A, 36 months,RENT
22038,21.23,20560,28.31,4,33.32,Fully Paid,F, 36 months,RENT
23447,14.65,144210,13.85,0,40.97,Fully Paid,G, 36 months,MORTGAGE
3285,6.15,76565,12.74,1,99.14,Fully Paid,A, 60 months,OWN
14521,8.49,21312,37.34,2,43.68,Fully Paid,A, 36 months,MORTGAGE
7971,19.15,38205,10.31,0,78.47,Fully Paid,C, 36 months,OWN
30139,19.24,145882,25.88,4,50.75,Fully Paid,D, 60 months,MORTGAGE
20909,22.97,31595,11.37,1,81.4,Fully Paid,G, 36 months,OWN
12531,16.65,107566,20.53,1,79.21,Charged Off,E, 60 months,MORTGAGE
15721,7.48,41329,31.56,3,70.1,Fully Paid,G, 60 months,RENT
20206,7.43,123678,35.33,1,86.93,Fully Paid,D, 60 months,RENT
7530,19.42,88187,33.63,1,94.53,Fully Paid,D, 36 months,RENT
12116,8.68,148509,23.5,4,62.2,Charged Off,B, 36 months,OWN
1258,11.57,95542,10.33,4,31.37,Fully Paid,C, 60 months,OWN
1282,14.74,128237,26.62,0,45.88,Fully Paid,C, 36 months,RENT
14937,5.5,139389,28.54,2,78.25,Fully Paid,A, 36 months,OWN
2898,9.98,146688,0.92,4,68.58,Fully Paid,D, 60 months,RENT
5135,13.16,134476,17.85,0,26.0,Charged Off,G, 60 months,MORTGAGE
7629,10.59,55645,33.81,1,14.61,Fully Paid,E, 36 months,OWN
20584,7.73,107502,19.84,0,71.47,Fully Paid,B, 60 months,OWN
24551,19.56,113382,12.8,0,32.6,Charged Off,G, 60 months,MORTGAGE
34380,21.26,107310,34.94,0,54.97,Fully Paid,C, 36 months,OWN
18071,10.15,89619,6.66,0,77.21,Fully Paid,A, 36 months,OWN
21074,20.49,53513,8.65,4,60.64,Fully Paid,E, 60 months,OWN
26188,12.71,28749,27.65,2,17.5,Fully Paid,D, 36 months,MORTGAGE
3307,15.13,50783,14.42,0,26.7,Charged Off,G, 36 months,RENT
12205,22.12,80645,28.66,3,29.74,Fully Paid,E, 36 months,RENT
6906,20.0,102861,6.73,1,33.21,Fully Paid,C, 36 months,MORTGAGE
3591,21.1,73175,10.46,1,60.89,Charged Off,B, 36 months,MORTGAGE
16149,7.74,104216,6.69,1,55.36,Fully Paid,G, 36 months,MORTGAGE
26150,6.39,82709,38.14,1,28.28,Fully Paid,D, 60 months,RENT
32852,22.87,37323,16.51,1,16.08,Fully Paid,B, 60 months,MORTGAGE
2283,12.76,70762,13.82,0,25.43,Charged Off,F, 60 months,RENT
34691,10.76,108220,1.06,2,98.59,Charged Off,E, 60 months,MORTGAGE
2125,19.49,84222,6.56,3,52.17,Fully Paid,E, 60 months,OWN
2529,21.73,54493,17.13,4,88.06,Fully Paid,A, 36 months,RENT
27170,22.25,78328,3.21,3,86.39,Charged Off,D, 36 months,RENT
9438,11.32,144467,20.67,4,56.04,Fully Paid,E, 60 months,MORTGAGE
21095,22.04,32213,18.47,4,73.6,Charged Off,C, 36 months,OWN
17154,5.82,117367,30.8,3,27.35,Fully Paid,F, 60 months,RENT
9004,5.99,127832,26.56,0,71.96,Fully Paid,C, 36 months,MORTGAGE
10752,17.47,66930,18.11,1,34.51,Fully Paid,B, 60 months,OWN
27819,6.26,47713,9.37,0,84.89,Fully Paid,F, 36 months,RENT
27515,11.49,127157,29.21,1,17.54,Fully Paid,F, 60 months,MORTGAGE
25217,18.46,92723,28.46,2,79.58,Charged Off,C, 36 months,OWN
24172,11.75,118336,6.56,4,18.99,Fully Paid,E, 60 months,RENT
